metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"cleveland, tennessee",TN,"Cleveland, TN",32458,whirlpool-corporation,whirlpool corporation,whirlpoolcorp.com,consumer goods,linkedin.com/company/whirlpool-corporation,545,leeuniversity,lee university,leeuniversity.edu,higher education,linkedin.com/company/leeuniversity,479,bradley-county-schools,bradley county schools,None,primary/secondary education,linkedin.com/company/bradley-county-schools,327,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,187,cleveland-state-community-college,cleveland state community college,clevelandstatecc.edu,higher education,linkedin.com/company/cleveland-state-community-college,139,life-care-centers-of-america,life care centers of america,lcca.com,hospital & health care,linkedin.com/company/life-care-centers-of-america,135,mars,mars,mars.com,food production,linkedin.com/company/mars,105,check-into-cash,check into cash,checkintocash.com,financial services,linkedin.com/company/check-into-cash,100,duracell,duracell,duracell.com,consumer goods,linkedin.com/company/duracell,84,olin-corporation,olin,olin.com,chemicals,linkedin.com/company/olin-corporation,84
"coeur d'alene, idaho",ID,"Coeur D'Alene, ID",47878,kootenai-health,kootenai health,kh.org,hospital & health care,linkedin.com/company/kootenai-health,867,north-idaho-college,north idaho college,nic.edu,higher education,linkedin.com/company/north-idaho-college,304,coeur-d'alene-school-district-271,coeur d'alene school district #271,cdaschools.org,education management,linkedin.com/company/coeur-d'alene-school-district-271,247,center-partners,qualfon/center partners,None,outsourcing/offshoring,linkedin.com/company/center-partners,136,avista,avista,avistautilities.com,utilities,linkedin.com/company/avista,100,kootenaicounty,kootenai county,kcgov.us,government administration,linkedin.com/company/kootenaicounty,98,lakeland-school-district,lakeland school district 272,stemcharter.org,primary/secondary education,linkedin.com/company/lakeland-school-district,94,coldwell-banker-schneidmiller-realty,coldwell banker schneidmiller realty,cbidaho.com,real estate,linkedin.com/company/coldwell-banker-schneidmiller-realty,85,buck-knives,buck knives,buckknives.com,consumer goods,linkedin.com/company/buck-knives,83,coeur-d'alene-resort,the coeur d'alene golf and spa resort,cdaresort.com,"leisure, travel & tourism",linkedin.com/company/coeur-d'alene-resort,77
"college station, texas",TX,"College Station, TX",130448,texas-a&m-university,texas a&m university,tamu.edu,higher education,linkedin.com/company/texas-a&m-university,12367,bryan-isd,bryan isd,bryanisd.org,education management,linkedin.com/company/bryan-isd,1459,college-station-isd,college station isd,csisd.org,education management,linkedin.com/company/college-station-isd,664,bswhealth,baylor scott & white health,bswhealth.com,hospital & health care,linkedin.com/company/bswhealth,465,heb,heb,heb.com,retail,linkedin.com/company/heb,464,blinn-college,blinn college,blinn.edu,higher education,linkedin.com/company/blinn-college,434,texas-a&m-health-science-center,texas a&m health science center,tamhsc.edu,higher education,linkedin.com/company/texas-a&m-health-science-center,403,city-of-college-station,city of college station,cstx.gov,government administration,linkedin.com/company/city-of-college-station,367,texas-a&m-agrilife,texas a&m agrilife,None,higher education,linkedin.com/company/texas-a&m-agrilife,367,fujifilm-diosynth-biotechnologies,fujifilm diosynth biotechnologies,fujifilmdiosynth.com,biotechnology,linkedin.com/company/fujifilm-diosynth-biotechnologies,335
"colorado springs, colorado",CO,"Colorado Springs, CO",415000,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,10390,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,5510,uchealth,uchealth,uchealth.org,hospital & health care,linkedin.com/company/uchealth,2757,university-of-colorado-colorado-springs,university of colorado colorado springs,uccs.edu,higher education,linkedin.com/company/university-of-colorado-colorado-springs,1691,centura-health,centura health,centura.org,hospital & health care,linkedin.com/company/centura-health,1516,colorado-springs-school-district-11,colorado springs school district 11,d11.org,primary/secondary education,linkedin.com/company/colorado-springs-school-district-11,1509,lockheed-martin,lockheed martin,lockheedmartin.com,defense & space,linkedin.com/company/lockheed-martin,1332,colorado-springs-utilities,colorado springs utilities,csu.org,utilities,linkedin.com/company/colorado-springs-utilities,1261,us-air-force-academy,united states air force academy,usafa.edu,military,linkedin.com/company/us-air-force-academy,1144,academy-school-district-20,academy school district 20,asd20.org,education management,linkedin.com/company/academy-school-district-20,1096
"columbia, missouri",MO,"Columbia, MO",125203,university-of-missouri,university of missouri,missouri.edu,higher education,linkedin.com/company/university-of-missouri,7555,veterans-united-home-loans,veterans united home loans,veteransunited.com,financial services,linkedin.com/company/veterans-united-home-loans,2002,university-of-missouri-health-care,university of missouri health care,muheath.org,hospital & health care,linkedin.com/company/university-of-missouri-health-care,1589,columbia-public-schools,columbia public schools,cpsk12.org,education management,linkedin.com/company/columbia-public-schools,937,state-of-missouri,state of missouri,mo.gov,government administration,linkedin.com/company/state-of-missouri,875,shelter-insurance-companies,shelter insurance companies,shelterinsurance.com,insurance,linkedin.com/company/shelter-insurance-companies,725,boone-hospital-center,boone hospital center,boone.org,hospital & health care,linkedin.com/company/boone-hospital-center,638,columbia-college-chicago,columbia college chicago,colum.edu,higher education,linkedin.com/company/columbia-college-chicago,377,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,360,state_farm,state farm,statefarm.com,insurance,linkedin.com/company/state_farm,267
"columbia, south carolina",SC,"Columbia, SC",396568,uofsc,university of south carolina,sc.edu,higher education,linkedin.com/company/uofsc,6459,bluecross-blueshield-of-sc,bluecross blueshield of south carolina,southcarolinablues.com,insurance,linkedin.com/company/bluecross-blueshield-of-sc,3513,richland-school-district-2,richland school district 2,richland2.org,education management,linkedin.com/company/richland-school-district-2,2933,palmetto-health,palmetto health,palmettohealth.org,hospital & health care,linkedin.com/company/palmetto-health,2901,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,2719,lexington-medical-center,lexington medical center,lexmed.com,hospital & health care,linkedin.com/company/lexington-medical-center,2708,prisma-health,prisma health,prismahealth.org,hospital & health care,linkedin.com/company/prisma-health,2186,richland-school-district-one,richland school district one,None,education management,linkedin.com/company/richland-school-district-one,2013,lexington-school-dist,lexington county school district one,lexington1.net,primary/secondary education,linkedin.com/company/lexington-school-dist,1777,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,1094
"columbus, georgia",GA,"Columbus, GA",101083,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,2694,aflac,aflac,aflac.com,insurance,linkedin.com/company/aflac,2007,tsys,tsys,tsys.com,financial services,linkedin.com/company/tsys,1618,muscogee-county-school-district,muscogee county school district,muscogee.k12.ga.us,education management,linkedin.com/company/muscogee-county-school-district,1434,columbus-state-university,columbus state university,columbusstate.edu,higher education,linkedin.com/company/columbus-state-university,915,synovus,synovus,synovus.com,financial services,linkedin.com/company/synovus,822,columbus-consolidated-government,columbus consolidated government,columbusga.org,government relations,linkedin.com/company/columbus-consolidated-government,464,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,363,piedmont-columbus-regional,columbus regional healthcare system and columbus state university,columbusregional.com,hospital & health care,linkedin.com/company/piedmont-columbus-regional,341,pratt-&-whitney,pratt & whitney,pw.utc.com,aviation & aerospace,linkedin.com/company/pratt-&-whitney,333
"columbus, indiana",IN,"Columbus, IN",32457,cummins-inc,cummins inc.,cummins.com,automotive,linkedin.com/company/cummins-inc,4349,columbus-regional-hospital,"columbus regional health - columbus, indiana",crh.org,hospital & health care,linkedin.com/company/columbus-regional-hospital,441,faurecia,faurecia,faurecia.com,automotive,linkedin.com/company/faurecia,350,toyota-material-handling-u-s-a--inc-,"toyota material handling, u.s.a., inc.",toyotaforklift.com,machinery,linkedin.com/company/toyota-material-handling-u-s-a--inc-,170,ntn-driveshaft-inc.,"ntn driveshaft, inc.",None,automotive,linkedin.com/company/ntn-driveshaft-inc.,164,circle-k,circle k,circlek.com,retail,linkedin.com/company/circle-k,122,dorel-juvenile,dorel juvenile,doreljuvenile.com,consumer goods,linkedin.com/company/dorel-juvenile,118,elwood-staffing-services-inc-,"elwood staffing services, inc.",elwoodstaffing.com,staffing and recruiting,linkedin.com/company/elwood-staffing-services-inc-,117,centra-credit-union,centra credit union,centra.org,banking,linkedin.com/company/centra-credit-union,107,centerstone,centerstone,centerstone.org,mental health care,linkedin.com/company/centerstone,106
"columbus, ohio",OH,"Columbus, OH",1183986,the-ohio-state-university,the ohio state university,osu.edu,higher education,linkedin.com/company/the-ohio-state-university,17939,jpmorganchase,jpmorgan chase & co.,jpmorganchase.com,financial services,linkedin.com/company/jpmorganchase,13747,nationwide,nationwide,nationwide.com,insurance,linkedin.com/company/nationwide,9270,ohiohealth,ohiohealth,ohiohealth.com,hospital & health care,linkedin.com/company/ohiohealth,8885,nationwide-childrens-hospital,nationwide children's hospital,nationwidechildrens.org,hospital & health care,linkedin.com/company/nationwide-childrens-hospital,8258,the-ohio-state-university-wexner-medical-center,the ohio state university wexner medical center,wexnermedical.osu.edu,hospital & health care,linkedin.com/company/the-ohio-state-university-wexner-medical-center,7164,cardinal-health,cardinal health,cardinalhealth.com,hospital & health care,linkedin.com/company/cardinal-health,5227,huntington-national-bank,huntington national bank,huntington.com,banking,linkedin.com/company/huntington-national-bank,4736,american-electric-power,american electric power,aep.com,utilities,linkedin.com/company/american-electric-power,3538,nationwide-financial,nationwide financial,nationwidefinancial.com,financial services,linkedin.com/company/nationwide-financial,3502
"corpus christi, texas",TX,"Corpus Christi, TX",157499,texas-a&m-university-corpus-christi,texas a&m university-corpus christi,tamucc.edu,higher education,linkedin.com/company/texas-a&m-university-corpus-christi,1590,city-of-corpus-christi,city of corpus christi,cctexas.com,government administration,linkedin.com/company/city-of-corpus-christi,1111,corpus-christi-independent-school-district,corpus christi independent school district,ccisd.us,primary/secondary education,linkedin.com/company/corpus-christi-independent-school-district,1071,driscoll-childrens-hospital,driscoll children's hospital,driscollchildrens.org,hospital & health care,linkedin.com/company/driscoll-childrens-hospital,1058,christus-health,christus health,christushealth.org,hospital & health care,linkedin.com/company/christus-health,779,del-mar-college,del mar college,delmar.edu,higher education,linkedin.com/company/del-mar-college,740,heb,heb,heb.com,retail,linkedin.com/company/heb,708,us-navy,us navy,navy.com,military,linkedin.com/company/us-navy,694,christus-spohn-health-system,christus spohn health system,christusspohn.org,hospital & health care,linkedin.com/company/christus-spohn-health-system,657,ccisd,clear creek independent school district,ccisd.net,education management,linkedin.com/company/ccisd,608
"corvallis, oregon",OR,"Corvallis, OR",59254,oregon-state-university,oregon state university,oregonstate.edu,higher education,linkedin.com/company/oregon-state-university,5695,samaritan-health-services,samaritan health services,samhealth.org,hospital & health care,linkedin.com/company/samaritan-health-services,874,hp,hp,hp.com,information technology and services,linkedin.com/company/hp,568,hewlett-packard-enterprise,hewlett packard enterprise,hpe.com,information technology and services,linkedin.com/company/hewlett-packard-enterprise,454,corvallis-school-district-509j,corvallis school district 509j,csd509j.net,education management,linkedin.com/company/corvallis-school-district-509j,224,benton-county,benton county,co.benton.or.us,government administration,linkedin.com/company/benton-county,202,linn-benton-community-college,linn-benton community college,linnbenton.edu,higher education,linkedin.com/company/linn-benton-community-college,162,city-of-corvallis,city of corvallis,corvallisoregon.gov,government administration,linkedin.com/company/city-of-corvallis,152,nuscale-power,nuscale power,nuscalepower.com,oil & energy,linkedin.com/company/nuscale-power,143,the-corvallis-clinic,the corvallis clinic,corvallisclinic.com,medical practice,linkedin.com/company/the-corvallis-clinic,127
