metro,origin,destination,duration
"Utica-Rome, NY", "Hamilton College","Million Air Rome",1459
"Utica-Rome, NY", "Million Air Rome","Town Of Paris Park",1878
"Valdosta, GA", "Wild Adventures","Advanced ATC Inc",1072
"Valdosta, GA", "Freedom Park Disc Golf Course","Georgia Military College",463
"Valdosta, GA", "Fine Arts Gallery","Wild Adventures",1172
"Valdosta, GA", "Georgia Military College","Advanced ATC Inc",913
"Valdosta, GA", "Advanced ATC Inc","Fine Arts Gallery",864
"Vallejo, CA", "Six Flags Discovery Kingdom","Napa County Airport",975
"Vallejo, CA", "Trinitas Cellars","Cal Maritime",1499
"Vallejo, CA", "Domaine Carneros","Six Flags Discovery Kingdom",1443
"Vallejo, CA", "Cal Maritime","Napa County Airport",1413
"Vallejo, CA", "Napa County Airport","Domaine Carneros",862
"Victoria, TX", "The Texas Zoo","Victoria Regional Airport",1020
"Victoria, TX", "Athey Confederate Memorial Natural Area","University of Houston-Victoria",457
"Victoria, TX", "Hopkins Park","The Texas Zoo",493
"Victoria, TX", "University of Houston-Victoria","Victoria Regional Airport",673
"Victoria, TX", "Victoria Regional Airport","Hopkins Park",867
"Vineland-Bridgeton, NJ", "WheatonArts","Aircraft Sales Company",771
"Vineland-Bridgeton, NJ", "Millville Army Air Field Museum","Rowan College of South Jersey Cumberland Campus",1001
"Vineland-Bridgeton, NJ", "Green Branch Park","WheatonArts",1124
"Vineland-Bridgeton, NJ", "Rowan College of South Jersey Cumberland Campus","Aircraft Sales Company",956
"Vineland-Bridgeton, NJ", "Aircraft Sales Company","Green Branch Park",1745
"Virginia Beach-Norfolk-Newport News, VA-NC", "Norfolk Botanical Garden","Norfolk International Airport",616
"Virginia Beach-Norfolk-Newport News, VA-NC", "Old Point Comfort Lighthouse","Regent University",1824
"Virginia Beach-Norfolk-Newport News, VA-NC", "Mount Trashmore Park","Norfolk Botanical Garden",1106
"Virginia Beach-Norfolk-Newport News, VA-NC", "Regent University","Norfolk International Airport",843
"Virginia Beach-Norfolk-Newport News, VA-NC", "Norfolk International Airport","Mount Trashmore Park",839
"Visalia, CA", "Adventure Park","Visalia Municipal Airport",487
"Visalia, CA", "Riverway Sports Park","College of the Sequoias",675
"Visalia, CA", "Ruiz Park","Adventure Park",725
"Visalia, CA", "College of the Sequoias","Visalia Municipal Airport",636
"Visalia, CA", "Visalia Municipal Airport","Ruiz Park",924
"Waco, TX", "Dr Pepper Museum","Waco Regional Airport",911
"Waco, TX", "Cameron Park","Baylor University",632
"Waco, TX", "Waco Mammoth National Monument","Dr Pepper Museum",684
"Waco, TX", "Baylor University","Waco Regional Airport",997
"Waco, TX", "Waco Regional Airport","Waco Mammoth National Monument",487
"Walla Walla, WA", "Wine Valley Golf Club","Walla Walla Regional Airport",887
"Walla Walla, WA", "Waterbrook Tasting Room & Restaurant","Walla Walla University",871
"Walla Walla, WA", "Leonetti Cellar","Wine Valley Golf Club",1129
"Walla Walla, WA", "Walla Walla University","Walla Walla Regional Airport",755
"Walla Walla, WA", "Walla Walla Regional Airport","Leonetti Cellar",493
"Warner Robins, GA", "North Peach Park","Middle Georgia Regional Airport",867
"Warner Robins, GA", "Museum of Aviation","Middle Georgia State University - Warner Robins Campus",397
"Warner Robins, GA", "Rozar Park","North Peach Park",1164
"Warner Robins, GA", "Middle Georgia State University - Warner Robins Campus","Middle Georgia Regional Airport",731
"Warner Robins, GA", "Middle Georgia Regional Airport","Rozar Park",1721
"Washington-Arlington-Alexandria, DC-VA-MD-WV", "Boulder Bridge","Ronald Reagan Washington National Airport",1416
"Washington-Arlington-Alexandria, DC-VA-MD-WV", "Smithsonian Castle","Gallaudet University",1027
"Washington-Arlington-Alexandria, DC-VA-MD-WV", "The White House","Boulder Bridge",1606
"Washington-Arlington-Alexandria, DC-VA-MD-WV", "Gallaudet University","Ronald Reagan Washington National Airport",1325
"Washington-Arlington-Alexandria, DC-VA-MD-WV", "Ronald Reagan Washington National Airport","The White House",896
"Waterloo-Cedar Falls, IA", "Phelps Youth Pavilion","Waterloo Regional Airport",685
"Waterloo-Cedar Falls, IA", "Sullivan Brothers Iowa Veterans Museum & Grout Museum of History & Science","University of Northern Iowa",900
"Waterloo-Cedar Falls, IA", "Waterloo Center for the Arts","Phelps Youth Pavilion",20
"Waterloo-Cedar Falls, IA", "University of Northern Iowa","Waterloo Regional Airport",749
"Waterloo-Cedar Falls, IA", "Waterloo Regional Airport","Waterloo Center for the Arts",608
"Watertown-Fort Drum, NY", "Old McDonald's Farm","Watertown International Airport",760
"Watertown-Fort Drum, NY", "Sci-Tech Museum","Jefferson Community College",511
"Watertown-Fort Drum, NY", "Watertown Parks & Recreation","Old McDonald's Farm",966
"Watertown-Fort Drum, NY", "Jefferson Community College","Watertown International Airport",604
"Watertown-Fort Drum, NY", "Watertown International Airport","Watertown Parks & Recreation",608
"Wausau-Weston, WI", "Granite Peak Ski Area","Central Wisconsin Airport",938
"Wausau-Weston, WI", "Leigh Yawkey Woodson Art Museum","Northcentral Technical College",581
"Wausau-Weston, WI", "Rib Mountain State Park","Granite Peak Ski Area",747
"Wausau-Weston, WI", "Northcentral Technical College","Central Wisconsin Airport",1133
"Wausau-Weston, WI", "Central Wisconsin Airport","Rib Mountain State Park",1123
"Weirton-Steubenville, WV-OH", "Veterans Memorial Bridge","Jefferson County Airport (2G2)",807
"Weirton-Steubenville, WV-OH", "Hancock County Historical Museum","Franciscan University of Steubenville",1087
"Weirton-Steubenville, WV-OH", "Tomlinson Run State Park","Veterans Memorial Bridge",1406
"Weirton-Steubenville, WV-OH", "Franciscan University of Steubenville","Jefferson County Airport (2G2)",1000
"Weirton-Steubenville, WV-OH", "Jefferson County Airport (2G2)","Tomlinson Run State Park",2147
"Wenatchee, WA", "Mission Ridge Ski & Board Resort","Pangborn Memorial Airport",1911
"Wenatchee, WA", "Pybus Public Market","Central Washington Associates",455
"Wenatchee, WA", "Lincoln Rock State Park","Mission Ridge Ski & Board Resort",2207
"Wenatchee, WA", "Central Washington Associates","Pangborn Memorial Airport",611
"Wenatchee, WA", "Pangborn Memorial Airport","Lincoln Rock State Park",1466
"Wheeling, WV-OH", "ISKCON New Vrindaban Inc.","Wheeling Airport (HLG)",2899
"Wheeling, WV-OH", "West Virginia Penitentiary","West Liberty University",2384
"Wheeling, WV-OH", "Black Sheep Vineyard Inc.","ISKCON New Vrindaban Inc.",3042
"Wheeling, WV-OH", "West Liberty University","Wheeling Airport (HLG)",708
"Wheeling, WV-OH", "Wheeling Airport (HLG)","Black Sheep Vineyard Inc.",2317
"Wichita, KS", "Sedgwick County Zoo","Wichita Dwight D. Eisenhower National Airport",763
"Wichita, KS", "Exploration Place","Wichita State University",885
"Wichita, KS", "Botanica, The Wichita Gardens","Sedgwick County Zoo",696
"Wichita, KS", "Wichita State University","Wichita Dwight D. Eisenhower National Airport",1164
"Wichita, KS", "Wichita Dwight D. Eisenhower National Airport","Botanica, The Wichita Gardens",902
"Wichita Falls, TX", "Castaway Cove Waterpark","Kickapoo Downtown Airport - CWC",467
"Wichita Falls, TX", "Lake Arrowhead State Park","Midwestern State University",1235
"Wichita Falls, TX", "Lucy Park","Castaway Cove Waterpark",516
"Wichita Falls, TX", "Midwestern State University","Kickapoo Downtown Airport - CWC",512
"Wichita Falls, TX", "Kickapoo Downtown Airport - CWC","Lucy Park",780
"Williamsport, PA", "Clyde Peeling's Reptiland","Williamsport Regional Airport",1315
"Williamsport, PA", "Indian Park","Lycoming College",553
"Williamsport, PA", "Preservation Williamsport","Clyde Peeling's Reptiland",1128
"Williamsport, PA", "Lycoming College","Williamsport Regional Airport",518
"Williamsport, PA", "Williamsport Regional Airport","Preservation Williamsport",729
"Wilmington, NC", "Battleship North Carolina","Wilmington International Airport",670
"Wilmington, NC", "Cameron Art Museum","Cape Fear Community College",882
"Wilmington, NC", "Ogden Park","Battleship North Carolina",1097
"Wilmington, NC", "Cape Fear Community College","Wilmington International Airport",560
"Wilmington, NC", "Wilmington International Airport","Ogden Park",891
"Winchester, VA-WV", "Museum of the Shenandoah Valley","Winchester Regional Airport (OKV)",1032
"Winchester, VA-WV", "Jim Barnett Park","School of Business - Shenandoah University",456
"Winchester, VA-WV", "Patsy Cline Historic House","Museum of the Shenandoah Valley",389
"Winchester, VA-WV", "School of Business - Shenandoah University","Winchester Regional Airport (OKV)",627
"Winchester, VA-WV", "Winchester Regional Airport (OKV)","Patsy Cline Historic House",644
"Winston-Salem, NC", "Tanglewood Park","Smith Reynolds Airport",1116
"Winston-Salem, NC", "Reynolda House Museum of American Art","Winston-Salem State University",875
"Winston-Salem, NC", "Kaleideum North","Tanglewood Park",1336
"Winston-Salem, NC", "Winston-Salem State University","Smith Reynolds Airport",538
"Winston-Salem, NC", "Smith Reynolds Airport","Kaleideum North",575
"Worcester, MA-CT", "Woodford Street Historic District","Worcester Regional Airport",1096
"Worcester, MA-CT", "Oxford-Crown Historic District","Clark University",401
"Worcester, MA-CT", "Providence Street Historic District","Woodford Street Historic District",120
"Worcester, MA-CT", "Clark University","Worcester Regional Airport",588
"Worcester, MA-CT", "Worcester Regional Airport","Providence Street Historic District",1100
"Yakima, WA", "Washington Wine Country","Airport Maintenance Shop",800
"Yakima, WA", "Yakima Valley Museum","Pacific Northwest University-Health Sciences",775
"Yakima, WA", "Selah Parks & Recreation","Washington Wine Country",425
"Yakima, WA", "Pacific Northwest University-Health Sciences","Airport Maintenance Shop",1012
"Yakima, WA", "Airport Maintenance Shop","Selah Parks & Recreation",960
"York-Hanover, PA", "Four Springs Winery","York Aviation | York Airport",1020
"York-Hanover, PA", "Friends of Codorus State Park","Hanover Academy of Performing Arts",315
"York-Hanover, PA", "The Union Mills Homestead","Four Springs Winery",2138
"York-Hanover, PA", "Hanover Academy of Performing Arts","York Aviation | York Airport",1192
"York-Hanover, PA", "York Aviation | York Airport","The Union Mills Homestead",2385
"Youngstown-Warren-Boardman, OH-PA", "Fellows Riverside Gardens","Youngstown Elser Metro-4g4",1119
"Youngstown-Warren-Boardman, OH-PA", "The Butler Institute of American Art","Youngstown State University",209
"Youngstown-Warren-Boardman, OH-PA", "Lanterman's Mill","Fellows Riverside Gardens",470
"Youngstown-Warren-Boardman, OH-PA", "Youngstown State University","Youngstown Elser Metro-4g4",1187
"Youngstown-Warren-Boardman, OH-PA", "Youngstown Elser Metro-4g4","Lanterman's Mill",898
"Yuba City, CA", "Sutter National Wildlife Refuge","Yuba County Airport-Myv",1790
"Yuba City, CA", "NorCal Escape Co.","Beale AFB Aero Club Flight Training Center",1227
"Yuba City, CA", "Museum of the Forgotten Warriors","Sutter National Wildlife Refuge",2242
"Yuba City, CA", "Beale AFB Aero Club Flight Training Center","Yuba County Airport-Myv",36
"Yuba City, CA", "Yuba County Airport-Myv","Museum of the Forgotten Warriors",852
"Yuma, AZ", "Kofa National Wildlife Refuge Admin Building And Visitor Contact Station","Yuma International Airport",948
"Yuma, AZ", "Arizona Market Place","Arizona Western College",863
"Yuma, AZ", "Yuma Territorial Prison State Historic Park","Kofa National Wildlife Refuge Admin Building And Visitor Contact Station",994
"Yuma, AZ", "Arizona Western College","Yuma International Airport",1098
"Yuma, AZ", "Yuma International Airport","Yuma Territorial Prison State Historic Park",727
